Datetime,"300037936 (Kanalpromenade, Abschnitt 6)","353413873 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Münster)","353413874 (Kanalpromenade, Abschnitt 6 Fahrräder Richtung Weg von Münster)","353426355 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426357 (Kanalpromenade, Abschnitt 6 [Bike IN])","353426358 (Kanalpromenade, Abschnitt 6 [Bike OUT])","353426360 (Kanalpromenade, Abschnitt 6 [Bike OUT])",300037936-status,353413873-status,353413874-status,353426355-status,353426357-status,353426358-status,353426360-status
2025-01-01 00:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 00:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 00:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 00:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 01:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 01:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 01:30,1,0,1,,,,,0,0,0,,,,
2025-01-01 01:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 02:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 02:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 02:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 02:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 03:00,2,2,0,,,,,0,0,0,,,,
2025-01-01 03:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 03:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 03:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 04:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 04:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 04:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 04:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 05:00,1,1,0,,,,,0,0,0,,,,
2025-01-01 05:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 05:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 05:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 06:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 06:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 06:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 06:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 07:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 07:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 07:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 07:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 08:00,3,2,1,,,,,0,0,0,,,,
2025-01-01 08:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 08:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 08:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 09:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 09:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 09:30,1,1,0,,,,,0,0,0,,,,
2025-01-01 09:45,1,1,0,,,,,0,0,0,,,,
2025-01-01 10:00,2,2,0,,,,,0,0,0,,,,
2025-01-01 10:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 10:30,1,0,1,,,,,0,0,0,,,,
2025-01-01 10:45,3,1,2,,,,,0,0,0,,,,
2025-01-01 11:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 11:15,5,3,2,,,,,0,0,0,,,,
2025-01-01 11:30,3,3,0,,,,,0,0,0,,,,
2025-01-01 11:45,2,2,0,,,,,0,0,0,,,,
2025-01-01 12:00,1,1,0,,,,,0,0,0,,,,
2025-01-01 12:15,3,2,1,,,,,0,0,0,,,,
2025-01-01 12:30,2,2,0,,,,,0,0,0,,,,
2025-01-01 12:45,4,4,0,,,,,0,0,0,,,,
2025-01-01 13:00,3,2,1,,,,,0,0,0,,,,
2025-01-01 13:15,2,1,1,,,,,0,0,0,,,,
2025-01-01 13:30,7,4,3,,,,,0,0,0,,,,
2025-01-01 13:45,2,2,0,,,,,0,0,0,,,,
2025-01-01 14:00,7,6,1,,,,,0,0,0,,,,
2025-01-01 14:15,13,1,12,,,,,0,0,0,,,,
2025-01-01 14:30,3,3,0,,,,,0,0,0,,,,
2025-01-01 14:45,3,3,0,,,,,0,0,0,,,,
2025-01-01 15:00,5,4,1,,,,,0,0,0,,,,
2025-01-01 15:15,5,3,2,,,,,0,0,0,,,,
2025-01-01 15:30,2,1,1,,,,,0,0,0,,,,
2025-01-01 15:45,1,0,1,,,,,0,0,0,,,,
2025-01-01 16:00,2,1,1,,,,,0,0,0,,,,
2025-01-01 16:15,3,3,0,,,,,0,0,0,,,,
2025-01-01 16:30,3,2,1,,,,,0,0,0,,,,
2025-01-01 16:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 17:00,2,1,1,,,,,0,0,0,,,,
2025-01-01 17:15,1,0,1,,,,,0,0,0,,,,
2025-01-01 17:30,2,1,1,,,,,0,0,0,,,,
2025-01-01 17:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 18:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 18:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 18:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 18:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 19:00,1,0,1,,,,,0,0,0,,,,
2025-01-01 19:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 19:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 19:45,2,2,0,,,,,0,0,0,,,,
2025-01-01 20:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 20:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 20:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 20:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 21:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 21:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 21:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 21:45,0,0,0,,,,,0,0,0,,,,
2025-01-01 22:00,0,0,0,,,,,0,0,0,,,,
2025-01-01 22:15,0,0,0,,,,,0,0,0,,,,
2025-01-01 22:30,0,0,0,,,,,0,0,0,,,,
2025-01-01 22:45,0,0,0,,,,,0,0,0,,,,
