Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2023-08-01 00:00,7,5,2,0,0,0
2023-08-01 00:15,1,1,0,0,0,0
2023-08-01 00:30,4,1,3,0,0,0
2023-08-01 00:45,0,0,0,0,0,0
2023-08-01 01:00,3,3,0,0,0,0
2023-08-01 01:15,3,1,2,0,0,0
2023-08-01 01:30,5,0,5,0,0,0
2023-08-01 01:45,2,0,2,0,0,0
2023-08-01 02:00,1,0,1,0,0,0
2023-08-01 02:15,0,0,0,0,0,0
2023-08-01 02:30,3,0,3,0,0,0
2023-08-01 02:45,3,1,2,0,0,0
2023-08-01 03:00,1,1,0,0,0,0
2023-08-01 03:15,0,0,0,0,0,0
2023-08-01 03:30,2,1,1,0,0,0
2023-08-01 03:45,0,0,0,0,0,0
2023-08-01 04:00,1,1,0,0,0,0
2023-08-01 04:15,1,1,0,0,0,0
2023-08-01 04:30,0,0,0,0,0,0
2023-08-01 04:45,3,3,0,0,0,0
2023-08-01 05:00,2,0,2,0,0,0
2023-08-01 05:15,2,2,0,0,0,0
2023-08-01 05:30,13,9,4,0,0,0
2023-08-01 05:45,9,5,4,0,0,0
2023-08-01 06:00,11,7,4,0,0,0
2023-08-01 06:15,12,11,1,0,0,0
2023-08-01 06:30,21,9,12,0,0,0
2023-08-01 06:45,29,15,14,0,0,0
2023-08-01 07:00,29,12,17,0,0,0
2023-08-01 07:15,38,24,14,0,0,0
2023-08-01 07:30,54,40,14,0,0,0
2023-08-01 07:45,65,41,24,0,0,0
2023-08-01 08:00,42,27,15,0,0,0
2023-08-01 08:15,48,24,24,0,0,0
2023-08-01 08:30,55,24,31,0,0,0
2023-08-01 08:45,61,42,19,0,0,0
2023-08-01 09:00,34,22,12,0,0,0
2023-08-01 09:15,35,23,12,0,0,0
2023-08-01 09:30,41,31,10,0,0,0
2023-08-01 09:45,41,36,5,0,0,0
2023-08-01 10:00,11,10,1,0,0,0
2023-08-01 10:15,29,22,7,0,0,0
2023-08-01 10:30,32,27,5,0,0,0
2023-08-01 10:45,33,25,8,0,0,0
2023-08-01 11:00,23,17,6,0,0,0
2023-08-01 11:15,24,22,2,0,0,0
2023-08-01 11:30,21,18,3,0,0,0
2023-08-01 11:45,25,19,6,0,0,0
2023-08-01 12:00,36,23,13,0,0,0
2023-08-01 12:15,25,20,5,0,0,0
2023-08-01 12:30,32,16,16,0,0,0
2023-08-01 12:45,37,22,15,0,0,0
2023-08-01 13:00,36,21,15,0,0,0
2023-08-01 13:15,25,19,6,0,0,0
2023-08-01 13:30,28,11,17,0,0,0
2023-08-01 13:45,34,24,10,0,0,0
2023-08-01 14:00,29,16,13,0,0,0
2023-08-01 14:15,36,27,9,0,0,0
2023-08-01 14:30,36,24,12,0,0,0
2023-08-01 14:45,48,37,11,0,0,0
2023-08-01 15:00,37,28,9,0,0,0
2023-08-01 15:15,39,33,6,0,0,0
2023-08-01 15:30,54,36,18,0,0,0
2023-08-01 15:45,49,32,17,0,0,0
2023-08-01 16:00,46,36,10,0,0,0
2023-08-01 16:15,64,53,11,0,0,0
2023-08-01 16:30,78,63,15,0,0,0
2023-08-01 16:45,64,48,16,0,0,0
2023-08-01 17:00,62,42,20,0,0,0
2023-08-01 17:15,66,53,13,0,0,0
2023-08-01 17:30,71,38,33,0,0,0
2023-08-01 17:45,85,56,29,0,0,0
2023-08-01 18:00,73,40,33,0,0,0
2023-08-01 18:15,79,40,39,0,0,0
2023-08-01 18:30,38,22,16,0,0,0
2023-08-01 18:45,60,37,23,0,0,0
2023-08-01 19:00,56,37,19,0,0,0
2023-08-01 19:15,43,32,11,0,0,0
2023-08-01 19:30,41,31,10,0,0,0
2023-08-01 19:45,43,32,11,0,0,0
2023-08-01 20:00,33,21,12,0,0,0
2023-08-01 20:15,34,25,9,0,0,0
2023-08-01 20:30,17,9,8,0,0,0
2023-08-01 20:45,25,14,11,0,0,0
2023-08-01 21:00,29,24,5,0,0,0
2023-08-01 21:15,26,16,10,0,0,0
2023-08-01 21:30,20,8,12,0,0,0
2023-08-01 21:45,24,13,11,0,0,0
2023-08-01 22:00,12,5,7,0,0,0
2023-08-01 22:15,16,10,6,0,0,0
2023-08-01 22:30,18,13,5,0,0,0
2023-08-01 22:45,12,5,7,0,0,0
2023-08-01 23:00,16,5,11,0,0,0
2023-08-01 23:15,13,2,11,0,0,0
2023-08-01 23:30,15,1,14,0,0,0
2023-08-01 23:45,15,7,8,0,0,0
