Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2023-04-01 00:00,16,8,8,0,0,0
2023-04-01 00:15,9,4,5,0,0,0
2023-04-01 00:30,9,6,3,0,0,0
2023-04-01 00:45,10,7,3,0,0,0
2023-04-01 01:00,19,12,7,0,0,0
2023-04-01 01:15,7,4,3,0,0,0
2023-04-01 01:30,16,8,8,0,0,0
2023-04-01 01:45,13,2,11,0,0,0
2023-04-01 02:00,14,7,7,0,0,0
2023-04-01 02:15,6,4,2,0,0,0
2023-04-01 02:30,8,4,4,0,0,0
2023-04-01 02:45,3,2,1,0,0,0
2023-04-01 03:00,11,5,6,0,0,0
2023-04-01 03:15,6,3,3,0,0,0
2023-04-01 03:30,7,4,3,0,0,0
2023-04-01 03:45,6,5,1,0,0,0
2023-04-01 04:00,7,1,6,0,0,0
2023-04-01 04:15,0,0,0,0,0,0
2023-04-01 04:30,2,1,1,0,0,0
2023-04-01 04:45,1,1,0,0,0,0
2023-04-01 05:00,0,0,0,0,0,0
2023-04-01 05:15,4,2,2,0,0,0
2023-04-01 05:30,1,1,0,0,0,0
2023-04-01 05:45,3,3,0,0,0,0
2023-04-01 06:00,1,1,0,0,0,0
2023-04-01 06:15,1,0,1,0,0,0
2023-04-01 06:30,0,0,0,0,0,0
2023-04-01 06:45,6,5,1,0,0,0
2023-04-01 07:00,1,1,0,0,0,0
2023-04-01 07:15,2,2,0,0,0,0
2023-04-01 07:30,4,2,2,0,0,0
2023-04-01 07:45,8,3,5,0,0,0
2023-04-01 08:00,8,5,3,0,0,0
2023-04-01 08:15,10,6,4,0,0,0
2023-04-01 08:30,12,6,6,0,0,0
2023-04-01 08:45,6,5,1,0,0,0
2023-04-01 09:00,10,5,5,0,0,0
2023-04-01 09:15,12,8,4,0,0,0
2023-04-01 09:30,17,15,2,0,0,0
2023-04-01 09:45,15,13,2,0,0,0
2023-04-01 10:00,13,10,3,0,0,0
2023-04-01 10:15,15,12,3,0,0,0
2023-04-01 10:30,12,9,3,0,0,0
2023-04-01 10:45,30,22,8,0,0,0
2023-04-01 11:00,17,15,2,0,0,0
2023-04-01 11:15,22,20,2,0,0,0
2023-04-01 11:30,21,15,6,0,0,0
2023-04-01 11:45,23,16,7,0,0,0
2023-04-01 12:00,21,17,4,0,0,0
2023-04-01 12:15,28,18,10,0,0,0
2023-04-01 12:30,13,10,3,0,0,0
2023-04-01 12:45,24,19,5,0,0,0
2023-04-01 13:00,19,16,3,0,0,0
2023-04-01 13:15,14,11,3,0,0,0
2023-04-01 13:30,11,9,2,0,0,0
2023-04-01 13:45,32,30,2,0,0,0
2023-04-01 14:00,34,22,12,0,0,0
2023-04-01 14:15,16,11,5,0,0,0
2023-04-01 14:30,21,17,4,0,0,0
2023-04-01 14:45,30,21,9,0,0,0
2023-04-01 15:00,25,14,11,0,0,0
2023-04-01 15:15,14,7,7,0,0,0
2023-04-01 15:30,13,9,4,0,0,0
2023-04-01 15:45,25,15,10,0,0,0
2023-04-01 16:00,17,12,5,0,0,0
2023-04-01 16:15,19,9,10,0,0,0
2023-04-01 16:30,14,8,6,0,0,0
2023-04-01 16:45,13,6,7,0,0,0
2023-04-01 17:00,20,11,9,0,0,0
2023-04-01 17:15,19,15,4,0,0,0
2023-04-01 17:30,23,17,6,0,0,0
2023-04-01 17:45,27,22,5,0,0,0
2023-04-01 18:00,21,11,10,0,0,0
2023-04-01 18:15,26,13,13,0,0,0
2023-04-01 18:30,17,11,6,0,0,0
2023-04-01 18:45,26,19,7,0,0,0
2023-04-01 19:00,14,6,8,0,0,0
2023-04-01 19:15,18,11,7,0,0,0
2023-04-01 19:30,13,10,3,0,0,0
2023-04-01 19:45,17,13,4,0,0,0
2023-04-01 20:00,11,6,5,0,0,0
2023-04-01 20:15,14,9,5,0,0,0
2023-04-01 20:30,22,13,9,0,0,0
2023-04-01 20:45,16,7,9,0,0,0
2023-04-01 21:00,12,7,5,0,0,0
2023-04-01 21:15,20,18,2,0,0,0
2023-04-01 21:30,11,3,8,0,0,0
2023-04-01 21:45,11,7,4,0,0,0
2023-04-01 22:00,13,9,4,0,0,0
2023-04-01 22:15,14,7,7,0,0,0
2023-04-01 22:30,9,5,4,0,0,0
2023-04-01 22:45,5,3,2,0,0,0
2023-04-01 23:00,9,4,5,0,0,0
2023-04-01 23:15,4,1,3,0,0,0
2023-04-01 23:30,14,11,3,0,0,0
2023-04-01 23:45,4,0,4,0,0,0
2023-04-02 00:00,8,8,0,0,0,0
2023-04-02 00:15,15,9,6,0,0,0
2023-04-02 00:30,8,5,3,0,0,0
2023-04-02 00:45,4,3,1,0,0,0
2023-04-02 01:00,10,4,6,0,0,0
2023-04-02 01:15,6,3,3,0,0,0
2023-04-02 01:30,4,2,2,0,0,0
2023-04-02 01:45,6,1,5,0,0,0
2023-04-02 02:00,3,2,1,0,0,0
2023-04-02 02:15,4,2,2,0,0,0
2023-04-02 02:30,5,1,4,0,0,0
2023-04-02 02:45,3,0,3,0,0,0
2023-04-02 03:00,5,3,2,0,0,0
2023-04-02 03:15,3,0,3,0,0,0
2023-04-02 03:30,1,1,0,0,0,0
2023-04-02 03:45,2,0,2,0,0,0
2023-04-02 04:00,5,3,2,0,0,0
2023-04-02 04:15,3,0,3,0,0,0
2023-04-02 04:30,1,1,0,0,0,0
2023-04-02 04:45,2,0,2,0,0,0
2023-04-02 05:00,3,1,2,0,0,0
2023-04-02 05:15,1,0,1,0,0,0
2023-04-02 05:30,3,2,1,0,0,0
2023-04-02 05:45,4,3,1,0,0,0
2023-04-02 06:00,4,4,0,0,0,0
2023-04-02 06:15,0,0,0,0,0,0
2023-04-02 06:30,0,0,0,0,0,0
2023-04-02 06:45,5,4,1,0,0,0
2023-04-02 07:00,3,2,1,0,0,0
2023-04-02 07:15,4,2,2,0,0,0
2023-04-02 07:30,3,2,1,0,0,0
2023-04-02 07:45,5,5,0,0,0,0
2023-04-02 08:00,3,1,2,0,0,0
2023-04-02 08:15,2,1,1,0,0,0
2023-04-02 08:30,4,3,1,0,0,0
2023-04-02 08:45,7,6,1,0,0,0
2023-04-02 09:00,8,5,3,0,0,0
2023-04-02 09:15,14,11,3,0,0,0
2023-04-02 09:30,16,15,1,0,0,0
2023-04-02 09:45,23,22,1,0,0,0
2023-04-02 10:00,12,5,7,0,0,0
2023-04-02 10:15,18,15,3,0,0,0
2023-04-02 10:30,22,11,11,0,0,0
2023-04-02 10:45,25,20,5,0,0,0
2023-04-02 11:00,22,13,9,0,0,0
2023-04-02 11:15,21,16,5,0,0,0
2023-04-02 11:30,13,10,3,0,0,0
2023-04-02 11:45,21,11,10,0,0,0
2023-04-02 12:00,28,11,17,0,0,0
2023-04-02 12:15,18,12,6,0,0,0
2023-04-02 12:30,14,9,5,0,0,0
2023-04-02 12:45,21,13,8,0,0,0
2023-04-02 13:00,8,2,6,0,0,0
2023-04-02 13:15,10,6,4,0,0,0
2023-04-02 13:30,22,13,9,0,0,0
2023-04-02 13:45,26,14,12,0,0,0
2023-04-02 14:00,21,19,2,0,0,0
2023-04-02 14:15,25,19,6,0,0,0
2023-04-02 14:30,26,13,13,0,0,0
2023-04-02 14:45,28,17,11,0,0,0
2023-04-02 15:00,31,22,9,0,0,0
2023-04-02 15:15,30,22,8,0,0,0
2023-04-02 15:30,23,13,10,0,0,0
2023-04-02 15:45,28,21,7,0,0,0
2023-04-02 16:00,28,14,14,0,0,0
2023-04-02 16:15,21,14,7,0,0,0
2023-04-02 16:30,32,23,9,0,0,0
2023-04-02 16:45,29,19,10,0,0,0
2023-04-02 17:00,26,22,4,0,0,0
2023-04-02 17:15,32,24,8,0,0,0
2023-04-02 17:30,24,15,9,0,0,0
2023-04-02 17:45,23,15,8,0,0,0
2023-04-02 18:00,28,13,15,0,0,0
2023-04-02 18:15,25,19,6,0,0,0
2023-04-02 18:30,14,12,2,0,0,0
2023-04-02 18:45,27,16,11,0,0,0
2023-04-02 19:00,29,17,12,0,0,0
2023-04-02 19:15,24,11,13,0,0,0
2023-04-02 19:30,26,16,10,0,0,0
2023-04-02 19:45,15,9,6,0,0,0
2023-04-02 20:00,26,17,9,0,0,0
2023-04-02 20:15,21,14,7,0,0,0
2023-04-02 20:30,19,10,9,0,0,0
2023-04-02 20:45,8,3,5,0,0,0
2023-04-02 21:00,12,5,7,0,0,0
2023-04-02 21:15,10,5,5,0,0,0
2023-04-02 21:30,9,5,4,0,0,0
2023-04-02 21:45,10,4,6,0,0,0
2023-04-02 22:00,20,9,11,0,0,0
2023-04-02 22:15,9,7,2,0,0,0
2023-04-02 22:30,13,6,7,0,0,0
2023-04-02 22:45,13,7,6,0,0,0
2023-04-02 23:00,7,4,3,0,0,0
2023-04-02 23:15,3,2,1,0,0,0
2023-04-02 23:30,3,0,3,0,0,0
2023-04-02 23:45,1,0,1,0,0,0
2023-04-03 00:00,1,1,0,0,0,0
2023-04-03 00:15,5,1,4,0,0,0
2023-04-03 00:30,1,1,0,0,0,0
2023-04-03 00:45,4,3,1,0,0,0
2023-04-03 01:00,3,1,2,0,0,0
2023-04-03 01:15,0,0,0,0,0,0
2023-04-03 01:30,0,0,0,0,0,0
2023-04-03 01:45,2,1,1,0,0,0
2023-04-03 02:00,1,0,1,0,0,0
2023-04-03 02:15,3,0,3,0,0,0
2023-04-03 02:30,2,1,1,0,0,0
2023-04-03 02:45,0,0,0,0,0,0
2023-04-03 03:00,1,1,0,0,0,0
2023-04-03 03:15,0,0,0,0,0,0
2023-04-03 03:30,0,0,0,0,0,0
2023-04-03 03:45,0,0,0,0,0,0
2023-04-03 04:00,0,0,0,0,0,0
2023-04-03 04:15,0,0,0,0,0,0
2023-04-03 04:30,2,2,0,0,0,0
2023-04-03 04:45,4,3,1,0,0,0
2023-04-03 05:00,1,1,0,0,0,0
2023-04-03 05:15,9,5,4,0,0,0
2023-04-03 05:30,9,4,5,0,0,0
2023-04-03 05:45,13,10,3,0,0,0
2023-04-03 06:00,10,8,2,0,0,0
2023-04-03 06:15,17,11,6,0,0,0
2023-04-03 06:30,27,15,12,0,0,0
2023-04-03 06:45,32,18,14,0,0,0
2023-04-03 07:00,37,16,21,0,0,0
2023-04-03 07:15,39,13,26,0,0,0
2023-04-03 07:30,74,40,34,0,0,0
2023-04-03 07:45,103,40,63,0,0,0
2023-04-03 08:00,66,42,24,0,0,0
2023-04-03 08:15,79,42,37,0,0,0
2023-04-03 08:30,45,26,19,0,0,0
2023-04-03 08:45,65,38,27,0,0,0
2023-04-03 09:00,48,32,16,0,0,0
2023-04-03 09:15,36,25,11,0,0,0
2023-04-03 09:30,42,31,11,0,0,0
2023-04-03 09:45,47,41,6,0,0,0
2023-04-03 10:00,40,22,18,0,0,0
2023-04-03 10:15,28,21,7,0,0,0
2023-04-03 10:30,38,26,12,0,0,0
2023-04-03 10:45,29,19,10,0,0,0
2023-04-03 11:00,36,29,7,0,0,0
2023-04-03 11:15,42,27,15,0,0,0
2023-04-03 11:30,33,30,3,0,0,0
2023-04-03 11:45,33,25,8,0,0,0
2023-04-03 12:00,44,28,16,0,0,0
2023-04-03 12:15,49,30,19,0,0,0
2023-04-03 12:30,37,25,12,0,0,0
2023-04-03 12:45,40,18,22,0,0,0
2023-04-03 13:00,29,24,5,0,0,0
