Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2025-09-01 00:00,12,7,5,0,0,0
2025-09-01 00:15,2,2,0,0,0,0
2025-09-01 00:30,0,0,0,0,0,0
2025-09-01 00:45,1,0,1,0,0,0
2025-09-01 01:00,4,1,3,0,0,0
2025-09-01 01:15,0,0,0,0,0,0
2025-09-01 01:30,0,0,0,0,0,0
2025-09-01 01:45,0,0,0,0,0,0
2025-09-01 02:00,1,0,1,0,0,0
2025-09-01 02:15,0,0,0,0,0,0
2025-09-01 02:30,5,3,2,0,0,0
2025-09-01 02:45,0,0,0,0,0,0
2025-09-01 03:00,2,1,1,0,0,0
2025-09-01 03:15,1,1,0,0,0,0
2025-09-01 03:30,0,0,0,0,0,0
2025-09-01 03:45,0,0,0,0,0,0
2025-09-01 04:00,0,0,0,0,0,0
2025-09-01 04:15,0,0,0,0,0,0
2025-09-01 04:30,2,1,1,0,0,0
2025-09-01 04:45,2,2,0,0,0,0
2025-09-01 05:00,5,4,1,0,0,0
2025-09-01 05:15,4,3,1,0,0,0
2025-09-01 05:30,5,3,2,0,0,0
2025-09-01 05:45,5,3,2,0,0,0
2025-09-01 06:00,7,3,4,0,0,0
2025-09-01 06:15,8,4,4,0,0,0
2025-09-01 06:30,24,16,8,0,0,0
2025-09-01 06:45,34,23,11,0,0,0
2025-09-01 07:00,23,18,5,0,0,0
2025-09-01 07:15,81,66,15,0,0,0
2025-09-01 07:30,105,83,22,0,0,0
2025-09-01 07:45,65,46,19,0,0,0
2025-09-01 08:00,47,37,10,0,0,0
2025-09-01 08:15,56,40,16,0,0,0
2025-09-01 08:30,52,36,16,0,0,0
2025-09-01 08:45,48,34,14,0,0,0
2025-09-01 09:00,27,21,6,0,0,0
2025-09-01 09:15,29,25,4,0,0,0
2025-09-01 09:30,31,25,6,0,0,0
2025-09-01 09:45,29,22,7,0,0,0
2025-09-01 10:00,20,16,4,0,0,0
2025-09-01 10:15,23,21,2,0,0,0
2025-09-01 10:30,22,21,1,0,0,0
2025-09-01 10:45,23,19,4,0,0,0
2025-09-01 11:00,24,17,7,0,0,0
2025-09-01 11:15,31,21,10,0,0,0
2025-09-01 11:30,30,21,9,0,0,0
2025-09-01 11:45,35,26,9,0,0,0
2025-09-01 12:00,21,17,4,0,0,0
2025-09-01 12:15,34,19,15,0,0,0
2025-09-01 12:30,42,25,17,0,0,0
2025-09-01 12:45,34,23,11,0,0,0
2025-09-01 13:00,41,30,11,0,0,0
2025-09-01 13:15,32,20,12,0,0,0
2025-09-01 13:30,39,26,13,0,0,0
2025-09-01 13:45,44,39,5,0,0,0
2025-09-01 14:00,41,19,22,0,0,0
2025-09-01 14:15,40,27,13,0,0,0
2025-09-01 14:30,47,33,14,0,0,0
2025-09-01 14:45,49,32,17,0,0,0
2025-09-01 15:00,48,34,14,0,0,0
2025-09-01 15:15,59,42,17,0,0,0
2025-09-01 15:30,71,41,30,0,0,0
2025-09-01 15:45,55,35,20,0,0,0
2025-09-01 16:00,76,58,18,0,0,0
2025-09-01 16:15,69,50,19,0,0,0
2025-09-01 16:30,74,50,24,0,0,0
2025-09-01 16:45,76,48,28,0,0,0
2025-09-01 17:00,78,45,33,0,0,0
2025-09-01 17:15,67,47,20,0,0,0
2025-09-01 17:30,93,61,32,0,0,0
2025-09-01 17:45,89,62,27,0,0,0
2025-09-01 18:00,80,43,37,0,0,0
2025-09-01 18:15,57,34,23,0,0,0
2025-09-01 18:30,45,31,14,0,0,0
2025-09-01 18:45,57,43,14,0,0,0
2025-09-01 19:00,36,21,15,0,0,0
2025-09-01 19:15,61,40,21,0,0,0
2025-09-01 19:30,46,36,10,0,0,0
2025-09-01 19:45,41,29,12,0,0,0
2025-09-01 20:00,40,22,18,0,0,0
2025-09-01 20:15,37,24,13,0,0,0
2025-09-01 20:30,23,15,8,0,0,0
2025-09-01 20:45,14,5,9,0,0,0
2025-09-01 21:00,17,9,8,0,0,0
2025-09-01 21:15,29,12,17,0,0,0
2025-09-01 21:30,13,5,8,0,0,0
2025-09-01 21:45,18,8,10,0,0,0
2025-09-01 22:00,27,8,19,0,0,0
2025-09-01 22:15,11,7,4,0,0,0
2025-09-01 22:30,11,5,6,0,0,0
2025-09-01 22:45,13,9,4,0,0,0
2025-09-01 23:00,8,4,4,0,0,0
2025-09-01 23:15,7,3,4,0,0,0
2025-09-01 23:30,4,1,3,0,0,0
2025-09-01 23:45,5,2,3,0,0,0
2025-09-02 00:00,3,1,2,0,0,0
2025-09-02 00:15,2,2,0,0,0,0
2025-09-02 00:30,1,0,1,0,0,0
2025-09-02 00:45,1,0,1,0,0,0
2025-09-02 01:00,3,2,1,0,0,0
2025-09-02 01:15,3,1,2,0,0,0
2025-09-02 01:30,3,2,1,0,0,0
2025-09-02 01:45,2,2,0,0,0,0
2025-09-02 02:00,1,1,0,0,0,0
2025-09-02 02:15,2,2,0,0,0,0
2025-09-02 02:30,2,0,2,0,0,0
2025-09-02 02:45,0,0,0,0,0,0
2025-09-02 03:00,0,0,0,0,0,0
2025-09-02 03:15,1,1,0,0,0,0
2025-09-02 03:30,0,0,0,0,0,0
2025-09-02 03:45,1,1,0,0,0,0
2025-09-02 04:00,2,0,2,0,0,0
2025-09-02 04:15,0,0,0,0,0,0
2025-09-02 04:30,2,2,0,0,0,0
2025-09-02 04:45,3,1,2,0,0,0
