Datetime,100034981 (Weseler Straße),101034981 (Weseler Straße stadteinwärts),102034981 (Weseler Straße stadtauswärts),100034981-status,101034981-status,102034981-status
2022-12-01 00:00,11,5,6,0,0,0
2022-12-01 00:15,13,3,10,0,0,0
2022-12-01 00:30,7,2,5,0,0,0
2022-12-01 00:45,5,0,5,0,0,0
2022-12-01 01:00,4,2,2,0,0,0
2022-12-01 01:15,2,1,1,0,0,0
2022-12-01 01:30,2,1,1,0,0,0
2022-12-01 01:45,3,2,1,0,0,0
2022-12-01 02:00,2,0,2,0,0,0
2022-12-01 02:15,4,0,4,0,0,0
2022-12-01 02:30,2,0,2,0,0,0
2022-12-01 02:45,5,1,4,0,0,0
2022-12-01 03:00,5,0,5,0,0,0
2022-12-01 03:15,4,2,2,0,0,0
2022-12-01 03:30,4,2,2,0,0,0
2022-12-01 03:45,2,1,1,0,0,0
2022-12-01 04:00,1,0,1,0,0,0
2022-12-01 04:15,1,0,1,0,0,0
2022-12-01 04:30,4,2,2,0,0,0
2022-12-01 04:45,3,3,0,0,0,0
2022-12-01 05:00,4,2,2,0,0,0
2022-12-01 05:15,6,5,1,0,0,0
2022-12-01 05:30,9,4,5,0,0,0
2022-12-01 05:45,11,7,4,0,0,0
2022-12-01 06:00,8,5,3,0,0,0
2022-12-01 06:15,19,10,9,0,0,0
2022-12-01 06:30,25,11,14,0,0,0
2022-12-01 06:45,42,22,20,0,0,0
2022-12-01 07:00,40,22,18,0,0,0
2022-12-01 07:15,61,36,25,0,0,0
2022-12-01 07:30,144,90,54,0,0,0
2022-12-01 07:45,143,88,55,0,0,0
2022-12-01 08:00,99,42,57,0,0,0
2022-12-01 08:15,86,45,41,0,0,0
2022-12-01 08:30,68,38,30,0,0,0
2022-12-01 08:45,68,37,31,0,0,0
2022-12-01 09:00,44,28,16,0,0,0
2022-12-01 09:15,40,30,10,0,0,0
2022-12-01 09:30,52,37,15,0,0,0
2022-12-01 09:45,61,48,13,0,0,0
2022-12-01 10:00,74,56,18,0,0,0
2022-12-01 10:15,45,31,14,0,0,0
2022-12-01 10:30,44,31,13,0,0,0
2022-12-01 10:45,43,32,11,0,0,0
2022-12-01 11:00,33,27,6,0,0,0
2022-12-01 11:15,36,26,10,0,0,0
2022-12-01 11:30,42,30,12,0,0,0
2022-12-01 11:45,67,41,26,0,0,0
2022-12-01 12:00,53,34,19,0,0,0
2022-12-01 12:15,43,27,16,0,0,0
2022-12-01 12:30,68,35,33,0,0,0
2022-12-01 12:45,82,52,30,0,0,0
2022-12-01 13:00,60,44,16,0,0,0
2022-12-01 13:15,44,23,21,0,0,0
